name,label,function_scope_level,branch_scope_level,loop_scope_level,parameter_block_presence,pipeline_usage_level,decode_activity_profile,network_command_profile,task_registry_profile,credential_runtime_profile,structure_rhythm_profile,layout_variation_profile,identifier_variation_profile,content_encoding_profile,command_surface_profile,extension_import_profile
data_016011.ps1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0
data_031297.ps1,0,1,0,1,0,1,0,0,0,0,2,0,2,0,2,0
data_060379.ps1,2,0,1,1,0,1,0,1,0,2,2,0,0,1,2,0
data_065063.ps1,2,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0
data_064179.ps1,2,1,1,1,1,1,0,0,0,1,2,0,1,1,2,0
data_032990.ps1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0
data_044340.ps1,1,0,1,1,0,0,1,0,0,0,2,0,0,2,1,0
data_035312.ps1,0,1,1,0,1,0,0,0,0,1,2,0,1,0,2,0
data_042667.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_059332.ps1,2,1,0,0,0,1,0,0,0,1,1,0,1,1,2,0
data_067516.ps1,2,1,1,1,1,1,1,1,0,2,2,0,2,2,2,0
data_030390.ps1,0,1,1,0,1,0,0,0,0,1,2,0,2,1,2,0
data_025172.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,1
data_060603.ps1,2,1,1,1,0,0,0,0,0,0,2,0,1,1,1,0
data_036967.ps1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0
data_052629.ps1,1,1,1,0,1,0,0,1,0,1,2,0,2,1,2,0
data_062903.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_067298.ps1,2,1,1,0,1,0,1,0,0,1,2,0,2,2,2,0
data_032019.ps1,0,1,1,1,0,1,0,0,0,0,2,0,2,1,2,0
data_015141.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,2,2,1
data_024233.ps1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0
data_029434.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,1,2,0
data_030743.ps1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0
data_017134.ps1,0,1,1,1,1,1,0,1,0,1,2,0,2,1,2,1
data_059758.ps1,2,1,0,0,1,0,0,0,0,0,1,0,2,2,2,0
data_065876.ps1,2,0,1,1,0,0,0,0,0,0,2,0,0,2,1,0
data_032626.ps1,0,1,0,0,0,1,0,0,0,1,1,0,1,2,2,0
data_031858.ps1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0
data_051091.ps1,1,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_062849.ps1,2,1,1,1,0,1,0,0,0,0,2,0,2,1,2,0
data_044511.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_052527.ps1,1,1,1,0,1,0,0,0,0,0,2,0,1,1,2,0
data_024213.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_056788.ps1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0
data_066650.ps1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0
data_041450.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_052768.ps1,1,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_051926.ps1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,2,0
data_031514.ps1,0,1,0,0,0,1,0,0,0,1,1,0,1,2,2,0
data_027749.ps1,0,1,0,1,1,1,0,0,0,1,2,0,2,1,2,0
data_024516.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_051087.ps1,1,1,1,1,1,1,0,0,1,1,2,0,1,2,2,0
data_021461.ps1,0,1,1,0,1,1,0,0,1,1,2,0,1,1,2,0
data_058392.ps1,2,1,1,0,1,1,0,0,0,0,2,0,1,2,2,0
data_065733.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_059832.ps1,2,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_023342.ps1,0,1,1,1,0,0,0,0,0,0,2,0,1,0,1,0
data_026336.ps1,0,1,0,0,1,1,0,0,0,0,1,0,2,0,2,0
data_057437.ps1,2,1,1,1,1,0,0,0,0,0,2,0,0,1,2,1
data_023428.ps1,0,0,1,0,0,1,0,0,0,1,1,0,1,2,2,0
data_058244.ps1,2,0,1,1,0,1,0,0,0,0,2,0,1,2,2,0
data_066569.ps1,2,1,1,1,1,1,0,0,0,1,2,0,2,1,2,0
data_015998.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_040864.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_051124.ps1,1,1,0,0,1,1,1,0,0,1,1,0,2,1,2,0
data_016282.ps1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
data_045439.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_045169.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_027392.ps1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0
data_036785.ps1,0,0,1,0,1,0,0,0,0,0,1,0,2,2,2,0
data_020439.ps1,0,1,1,1,1,1,0,0,1,0,2,0,1,2,2,0
data_044497.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_020031.ps1,0,0,1,1,0,1,0,0,0,0,2,0,1,2,2,1
data_049654.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_046873.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_050896.ps1,1,1,1,1,1,1,1,0,2,1,2,0,2,2,2,0
data_025777.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,1,2,0
data_033539.ps1,0,0,1,0,1,0,0,0,0,0,1,0,2,1,2,0
data_031154.ps1,0,1,1,0,0,1,0,0,0,1,2,0,1,1,2,0
data_060486.ps1,2,1,0,0,0,1,0,0,0,1,1,0,1,2,2,0
data_060312.ps1,2,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0
data_025381.ps1,0,1,1,1,0,1,0,0,0,0,2,0,2,2,2,0
data_018658.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_026497.ps1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0
data_023101.ps1,0,1,0,0,1,1,0,0,0,0,1,0,2,0,2,0
data_024058.ps1,0,1,1,1,0,1,0,0,1,1,2,0,2,2,2,1
data_051110.ps1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_034584.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_056636.ps1,2,0,1,1,0,0,0,0,0,0,2,0,1,1,1,0
data_057822.ps1,2,1,1,1,1,0,0,1,0,2,2,0,0,2,2,0
data_019889.ps1,0,0,0,1,1,1,0,0,0,0,1,0,2,2,2,0
data_028376.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_033086.ps1,0,1,1,1,0,1,0,0,0,0,2,0,1,1,2,0
data_040806.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_066889.ps1,2,1,1,1,1,1,0,0,1,1,2,0,0,1,2,0
data_030715.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,1,2,0
data_056576.ps1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
data_046308.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_065724.ps1,2,1,1,0,1,1,0,0,0,0,2,0,2,2,2,0
data_050203.ps1,1,0,1,1,0,0,1,0,0,0,2,0,1,2,1,0
data_024651.ps1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0
data_051042.ps1,1,1,1,1,1,1,0,0,0,0,2,0,0,1,2,0
data_048902.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_030977.ps1,0,1,0,1,1,1,0,0,0,1,2,0,1,1,2,0
data_041495.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_017744.ps1,0,1,1,0,1,1,0,0,0,1,2,0,1,2,2,0
data_031373.ps1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2,0
data_058211.ps1,2,1,1,1,1,1,0,0,0,1,2,0,0,2,2,0
data_065974.ps1,2,1,0,0,0,1,0,0,0,1,1,0,1,0,2,0
data_037377.ps1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0
data_015875.ps1,0,0,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_036190.ps1,0,0,1,1,1,1,0,0,0,1,2,0,2,1,2,0
data_017760.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_066480.ps1,2,1,1,1,1,0,0,0,0,0,2,0,0,2,2,0
data_052320.ps1,1,0,1,1,0,1,0,0,0,0,2,0,0,1,2,0
data_027654.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
data_027146.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_057383.ps1,2,0,1,1,0,1,0,0,0,0,2,0,0,1,2,0
data_029812.ps1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0
data_017321.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_065809.ps1,2,1,1,0,0,1,0,0,0,1,2,0,1,2,2,0
data_036432.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_017311.ps1,0,1,1,0,1,1,0,0,0,1,2,0,1,1,2,0
data_066639.ps1,2,1,0,1,1,1,0,0,0,0,2,0,1,1,2,0
data_064299.ps1,2,1,0,1,0,1,0,0,0,0,2,0,1,2,2,0
data_065318.ps1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,2,0
data_026743.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,1,2,1
data_064363.ps1,2,1,0,0,1,0,0,0,0,0,1,0,1,1,2,0
data_022210.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,2,0
data_064199.ps1,2,0,1,1,0,1,0,0,0,1,2,0,1,1,2,0
data_031740.ps1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
data_035386.ps1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0
data_030018.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_050785.ps1,1,0,1,1,0,1,1,0,1,1,2,0,0,2,2,1
data_029114.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,0,2,0
data_036207.ps1,0,0,1,1,1,1,0,0,0,0,2,0,2,0,2,0
data_018492.ps1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,1
data_036054.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_017112.ps1,0,1,0,0,1,0,0,0,0,1,1,0,2,0,2,0
data_064602.ps1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
data_052134.ps1,1,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_050123.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_066107.ps1,2,1,1,1,1,1,0,0,0,1,2,0,0,2,2,0
data_018912.ps1,0,1,0,1,1,1,0,0,0,0,2,0,2,1,2,0
data_019463.ps1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,0
data_036760.ps1,0,1,1,1,1,0,0,0,0,0,2,0,1,1,2,0
data_043505.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_019482.ps1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,0
data_047837.ps1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
data_026605.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_065972.ps1,2,1,0,1,0,1,0,0,0,0,2,0,0,2,2,0
data_017828.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,1,2,0
data_030724.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_047002.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_057465.ps1,2,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0
data_057755.ps1,2,0,0,0,0,1,0,0,0,1,0,0,1,2,2,0
data_045575.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_057418.ps1,2,0,0,1,1,1,0,0,0,0,1,0,0,1,2,0
data_031543.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,1,2,0
data_031709.ps1,0,1,0,0,1,1,0,0,0,0,1,0,2,0,2,0
data_063056.ps1,2,0,0,0,0,1,0,0,0,1,0,0,1,2,2,0
data_035180.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,1,2,0
data_020796.ps1,0,1,0,1,1,1,0,0,0,1,2,0,1,2,2,0
data_019808.ps1,0,1,1,1,1,1,0,0,1,0,2,0,2,1,2,0
data_047019.ps1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
data_031839.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
data_019410.ps1,0,1,1,0,1,1,0,0,1,1,2,0,0,2,2,1
data_022333.ps1,0,0,1,1,1,1,1,0,0,1,2,0,2,1,2,0
data_046619.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_046038.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_016800.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,2,2,1
data_062604.ps1,2,1,1,1,0,1,0,0,1,1,2,0,0,2,2,1
data_024332.ps1,0,1,1,0,1,1,0,0,0,1,2,0,2,1,2,0
data_040500.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_045533.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_033835.ps1,0,1,1,0,1,1,0,0,0,0,2,0,1,2,2,0
data_060583.ps1,2,0,1,1,1,1,0,1,0,2,2,0,0,2,2,0
data_018378.ps1,0,1,0,1,0,1,0,0,0,1,2,0,1,1,2,1
data_061689.ps1,2,1,1,1,1,1,0,0,0,1,2,0,0,2,2,0
data_045433.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_035259.ps1,0,1,1,1,0,1,0,0,0,0,2,0,2,0,2,0
data_020716.ps1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0
data_043012.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_044869.ps1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
data_016261.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_060197.ps1,2,0,1,1,0,1,0,0,0,0,2,0,0,1,2,0
data_034389.ps1,0,1,0,0,1,1,0,0,0,0,1,0,2,1,2,0
data_062070.ps1,2,1,1,0,1,1,1,0,0,0,2,0,1,0,2,0
data_048827.ps1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
data_062752.ps1,2,1,1,1,1,1,1,0,0,0,2,0,0,2,2,0
data_025190.ps1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0
data_031569.ps1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0
data_051275.ps1,1,1,0,0,1,1,0,0,0,1,1,0,1,2,2,0
data_014193.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,1,2,0
data_067694.ps1,2,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_022770.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,1,2,0
data_047295.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_035909.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_050039.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0
data_047759.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0
data_063355.ps1,2,1,1,1,1,1,0,0,0,0,2,0,1,0,2,0
data_031862.ps1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0
data_032230.ps1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0
data_045303.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_026466.ps1,0,0,1,0,0,1,0,0,0,0,1,0,2,1,2,0
data_046983.ps1,1,0,1,1,0,0,1,0,0,0,2,0,1,2,1,0
data_065493.ps1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_040870.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_028868.ps1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
data_028567.ps1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,1
data_030789.ps1,0,1,1,0,1,0,0,0,0,0,2,0,1,2,2,0
data_067523.ps1,2,1,1,1,1,1,0,0,1,1,2,0,1,2,2,1
data_043149.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_062856.ps1,2,1,1,1,1,0,0,0,0,0,2,0,0,2,2,0
data_020317.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,1,2,0
data_064619.ps1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0
data_020581.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_043455.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0
data_050715.ps1,1,1,1,1,1,1,0,0,1,1,2,0,2,2,2,0
data_048674.ps1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
data_049610.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_040352.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_064096.ps1,2,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0
data_034961.ps1,0,0,1,1,1,1,0,0,0,0,2,0,1,1,2,1
data_023168.ps1,0,0,1,0,0,1,0,0,0,0,1,0,2,1,2,1
data_042134.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_047100.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_033900.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_021368.ps1,0,1,0,0,0,1,0,0,2,0,1,0,2,0,2,0
data_016044.ps1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0
data_021156.ps1,0,1,0,0,0,0,0,0,0,1,1,0,2,1,1,0
data_030288.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,0,2,0
data_021851.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_062946.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_027615.ps1,0,0,0,1,0,1,0,0,0,0,1,0,2,2,2,1
data_046962.ps1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_015492.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_065959.ps1,2,1,0,0,1,1,0,0,0,1,1,0,1,2,2,0
data_014778.ps1,0,1,1,1,0,1,0,0,0,0,2,0,2,1,2,1
data_023885.ps1,0,1,1,1,1,0,0,0,0,1,2,0,2,0,2,0
data_048100.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_023277.ps1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
data_051792.ps1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,2,0
data_037567.ps1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,0
data_035174.ps1,0,1,1,0,1,1,0,0,0,1,2,0,2,1,2,0
data_019374.ps1,0,0,1,0,1,1,0,0,0,0,1,0,2,1,2,0
data_040673.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_060572.ps1,2,1,1,0,1,0,0,0,0,0,2,0,0,2,2,0
data_030232.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_028849.ps1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
data_022259.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,1,2,0
data_049262.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_019827.ps1,0,0,1,1,1,1,0,0,0,1,2,0,1,2,2,1
data_049308.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_043457.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_049198.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_025240.ps1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0
data_045992.ps1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
data_025639.ps1,0,1,1,1,1,1,0,0,1,1,2,0,1,2,2,0
data_020816.ps1,0,1,0,1,0,1,0,0,0,0,2,0,2,0,2,0
data_063472.ps1,2,1,0,1,0,0,0,0,0,0,2,0,1,2,1,0
data_048155.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_028140.ps1,0,0,1,1,0,1,0,0,0,0,2,0,2,2,2,0
data_050728.ps1,1,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_018493.ps1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,1
data_027074.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,2,2,0
data_045804.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
data_027686.ps1,0,1,1,0,1,1,0,0,0,1,2,0,2,2,2,0
data_027947.ps1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0
data_025002.ps1,0,1,0,0,1,1,0,0,0,0,1,0,2,0,2,0
data_021230.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
data_044865.ps1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0
data_024412.ps1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,2,0
data_019075.ps1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,0
data_040764.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_035778.ps1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,2,0
data_062409.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_033330.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0
data_066140.ps1,2,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_018088.ps1,0,1,1,0,1,0,0,0,0,1,2,0,2,1,2,1
data_032351.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
data_051018.ps1,1,1,1,1,1,1,0,0,0,1,2,0,0,2,2,0
data_018249.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_037383.ps1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0
data_022472.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_062864.ps1,2,0,0,1,0,1,0,0,0,1,1,0,0,2,2,1
data_022787.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0
data_036010.ps1,0,1,1,0,1,1,0,0,0,0,2,0,2,0,2,0
data_026109.ps1,0,1,0,0,0,1,0,0,0,0,1,0,2,1,2,0
data_020142.ps1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0
data_058429.ps1,2,1,1,1,1,1,0,0,0,1,2,0,1,2,2,0
data_029037.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_023031.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,1,2,0
data_034980.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,2,0
data_016659.ps1,0,1,0,1,1,0,0,0,0,0,2,0,1,2,2,0
data_014141.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_016597.ps1,0,1,1,0,0,1,0,0,0,0,2,0,1,2,2,0
data_020701.ps1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1
data_029223.ps1,0,1,1,1,1,1,0,0,0,0,2,0,2,2,2,1
data_031761.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
data_016454.ps1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,2,0
data_036746.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
data_021418.ps1,0,1,0,1,1,1,0,0,0,0,2,0,2,2,2,0
data_035125.ps1,0,1,1,1,0,1,0,0,0,1,2,0,1,2,2,0
data_024449.ps1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0
data_046016.ps1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0
data_064898.ps1,2,1,1,1,1,0,0,0,0,0,2,0,0,1,2,0
data_065544.ps1,2,1,0,0,1,1,0,0,0,1,1,0,1,1,2,0
data_040452.ps1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0
data_030843.ps1,0,1,1,0,1,1,0,0,0,0,2,0,0,2,2,0
data_022179.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,2,2,0
data_064333.ps1,2,1,1,1,0,1,0,0,2,1,2,0,1,2,2,0
data_044776.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_023528.ps1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0
data_020370.ps1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,0
data_057396.ps1,2,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0
data_036424.ps1,0,1,0,0,0,1,0,0,0,1,1,0,1,2,2,0
data_049709.ps1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
data_023794.ps1,0,1,1,0,1,0,0,0,0,0,2,0,2,2,2,0
data_041715.ps1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
data_061814.ps1,2,1,1,0,1,1,0,0,1,0,2,0,1,1,2,0
data_056598.ps1,2,1,0,1,0,0,0,0,0,1,2,0,0,2,1,0
data_067345.ps1,2,1,0,0,1,1,0,0,0,1,1,0,1,2,2,0
data_045295.ps1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
data_058547.ps1,2,1,1,1,1,1,0,0,0,0,2,0,0,1,2,0
data_059112.ps1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_024693.ps1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
data_015958.ps1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0
data_014155.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0
data_024487.ps1,0,0,1,0,0,1,0,0,0,0,1,0,1,2,2,0
data_066232.ps1,2,0,0,1,1,1,0,0,0,0,1,0,0,1,2,0
data_057346.ps1,2,1,1,1,0,1,0,0,0,0,2,0,0,2,2,0
data_015089.ps1,0,1,1,0,1,0,0,0,0,0,2,0,1,2,2,1
data_036433.ps1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0
data_044016.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_026576.ps1,0,1,0,0,1,0,0,0,0,0,1,0,2,2,2,0
data_023122.ps1,0,1,0,0,1,1,0,0,0,1,1,0,2,0,2,0
data_049102.ps1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
data_060718.ps1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,2,0
data_025101.ps1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0
data_032058.ps1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
data_020980.ps1,0,1,1,1,0,0,0,0,0,0,2,0,1,1,1,0
data_020416.ps1,0,0,1,1,1,1,0,1,0,2,2,0,2,2,2,0
data_030021.ps1,0,1,1,1,1,1,0,0,0,1,2,0,1,1,2,0
data_061855.ps1,2,1,1,0,1,0,0,0,0,0,2,0,0,1,2,0
data_025439.ps1,0,1,1,1,1,1,0,0,0,0,2,0,0,2,2,0
data_032710.ps1,0,1,1,1,1,1,0,0,0,0,2,0,1,1,2,0
data_059864.ps1,2,0,0,1,0,1,0,0,0,0,1,0,2,1,2,0
